,PROPOSE_DT,BILL_TEXT
38,2020-07-10,"제안이유 및 주요내용

현재 서민의 주거안정을 위해 임대사업자 등이 임대할 목적으로 공동주택 및 오피스텔을 매입하는 경우 취득세와 재산세를 감면하고 있으며, 장기일반민간임대주택 등을 임대하려는 자가 공동주택 및 오피스텔을 2세대 이상 임대목적에 직접 사용하는 경우 재산세를 감면하고 있음.
그러나, 일부 투기 수요로 인해 실수요자의 내 집 마련 기회가 감소할 우려가 있어 시장 교란 행위 방지 및 안정적인 수급 관리가 필요한 상황이며, 정부 역시 이와 같은 맥락으로 투기수요 근절, 실수요자 보호 등을 위한 주택시장 안정화 방안(‘19.12.16.)을 발표한 바 있음.
이에 임대주택 및 장기일반민간임대주택 등에 대한 감면특례 적용 시 임대면적, 주택 호수, 임대기간 외에 가격기준을 도입하여 임대주택에 대한 현행 지방세 감면요건을 보완하려는 것임(안 제31조 및 제31조의3).
또한 정부는 ‘20. 7. 10. 서민·실수요자 부담을 경감시키고, 단기 거래에 대한 부동산 세제강화를 위하여 주택시장 안정 보완대책을 발표하였음.
현재는 생애최초 주택을 구입하는 신혼부부에 대하여 「지방세특례제한법」 제36조의2에 따라 취득세의 100분의50을 경감하고 있음.
하지만, 청년 또는 자녀가 있는 중·장년층 등 세대 간 형평성을 고려한다면 감면대상을 확대할 필요성이 있음.
이에 청년층 주거 지원 및 서민 실수요자 부담 경감을 위해 현재 신혼부부에 대해서만 허용하는 생애최초 주택구입시 취득세 감면 혜택을 연령·혼인여부와 관계없이 확대·적용하려는 것임(안 제36조의3).
또한, 기업활동 지원을 위해 「조세특례제한법」 제32조에 따른 현물출자 또는 사업 양도·양수에 따라 취득하는 사업용 고정자산에 대해서는 현재 취득세의 100분의75를 경감하고 있음.
최근 다주택자와 단기차익을 노리는 투기성 거래가 활발해지면서 부동산시장이 과열되고 있음.
이에 ‘실수요자 보호, 투기수요 근절’을 위하여 부동산매매·임대업에 한하여 개인이 사업용 고정자산 매입 후 현물출자 하는 방식으로 전환할 때 취득세의 100분의75를 경감하는 것을 제외하고자 함(안제57조의2)."
39,2020-07-10,"제안이유

부동산 보유에 대한 조세 부담의 형평성을 제고하기 위하여 종합부동산세 세율을 인상하고 1세대1주택자에 대한 세부담을 완화하는 한편, 법인·다주택자 등 투기 수요를 차단하기 위하여 추가적으로 종합부동산세 과세를 강화하려는 것임.


주요내용

가. 법인에 대한 과세표준 산정시 6억원 공제 미적용(안 제7조 및 제8조제1항)
종전에는 개인과 법인을 구분하지 않고 납세의무자에게 과세표준 산정시 6억원을 공제하였으나, 앞으로는 납세의무자가 법인인 경우 과세표준 산정시 6억원을 공제하지 않음.
나. 종합부동산세 세율 상향(안 제9조제1항제1호 및 제2호)
종전에는 3주택 이상 또는 조정대상지역의 2주택 소유자에 대하여 과세표준 구간별로 0.6퍼센트부터 3.2퍼센트까지의 세율을 적용하였으나 1.2퍼센트부터 6.0퍼센트까지의 세율을 적용하는 것으로 상향하고 1세대 1주택자 및 일반 2주택 이하를 소유한 자에 대해서는 과세표준 구간별로 0.5퍼센트에서 2.7퍼센트의 세율을 적용하였으나 0.6퍼센트에서 3.0퍼센트의 세율을 적용하는 것으로 상향함.
다. 법인에 대한 단일 종부세율 신설(안 제9조제2항)
종전에는 개인과 법인에게 동일한 세율을 적용하였으나, 앞으로는 2주택 이하를 소유한 법인에게는 3.0%의 단일 세율을 적용하고 3주택 이상 또는 조정대상지역 내 2주택을 소유한 법인에게는 6.0%의 세율을 적용함.
라. 1세대 1주택을 보유한 고령자의 세부담 완화(안 제9조제5항 및 제6항)
1세대 1주택 요건을 충족한 만 60세 이상 고령자에 대하여 연령별로 적용되는 세액공제율을 현행 10퍼센트 ~ 30퍼센트에서 20퍼센트 ~ 40퍼센트로 상향하고 1세대 1주택자의 장기보유 세액공제 및 연령별 세액공제의 최대한도를 100분의 70에서 100분의 80으로 상향함.
마. 조정대상지역의 2주택 소유자에 대한 세부담 상한 상향 조정 및 법인에 대한 세부담 상한 미적용(안 제10조제2호)
종전에는 조정대상지역의 2주택 소유자에 대한 종합부동산세 계산 시 직전년도에 해당주택에 부과된 주택분 재산세액상당액과 주택분 종합부동산세액상당액 합계액의 100분의 200을 초과하는 경우에는 그 초과하는 세액이 부과되지 않았으나, 앞으로는 직전년도에 부과된 총세액상당액의 100분의 300을 초과하는 경우 해당세액이 부과하지 않도록 상향 조정하고, 납세의무자가 법인인 경우 종전에는 개인과 동일하게 세부담 상한을 적용하였으나, 앞으로는 세부담 상한을 적용하지 않음


참고사항

이 법률안은 「국회법」 제85조의3제4항에 따라 2021년도 세입예산안 부수 법률안으로 지정될 필요가 있음."
40,2020-07-10,"제안이유

2020년 6월 17일 「주택시장 안정을 위한 관리방안」의 후속조치로서 다주택자가 법인을 통해 주택을 분산 보유함으로써 세부담을 회피하는 것을 방지하고 개인과 법인간의 과세형평을 제고하기 위해 법인이 보유하는 주택 양도 시 추가세율을 강화하려는 것임.


주요내용

법인의 주택 양도소득에 대한 법인세 추가세율을 현행 10%에서 20%로 상향 조정하고, 주택을 취득할 수 있는 권리로써 조합원입주권 및 분양권 양도 시에도 주택과 동일하게 법인세 추가세율을 적용함(안 제55조의2).


참고사항

가. 이 법률안은 고용진의원이 대표발의한 「소득세법 일부개정법률안」(의안번호 제1802호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.
나. 이 법률안은 「국회법」 제85조의3제4항에 따라 2021년도 세입예산안 부수 법률안으로 지정될 필요가 있음."
41,2020-07-10,"제안이유

거주목적 실수요 중심의 주택 소유를 유도하기 위해 1세대 1주택에 적용되는 장기보유특별공제에 거주기간 요건을 추가하고, 부동산 투기를 방지하기 위하여 단기보유 주택 및 다주택자의 조정대상지역 내 주택에 대한 중과세율을 인상하며, 다주택자에 대한 양도소득세 중과 시 분양권도 주택 수에 포함하도록 하려는 것임.


주요내용

가. 1세대 1주택 장기보유특별공제에 거주기간 요건을 추가(안 제95조제2항).
실거주 목적의 주택 소유를 유도하기 위해 1세대 1주택에 해당하는 자산의 경우 기존에는 보유기간에 비례하여 적용하던 공제율을 보유기간과 거주기간에 비례하여 적용하도록 함.
나. 단기보유 주택 및 다주택자의 조정대상지역 내 주택 양도에 대한 양도소득세 세율 인상 및 양도소득세 중과대상 주택 수 계산 시 분양권 포함.
1) 단기보유 주택 양도에 대한 양도소득세 세율 인상(안 제104조제1항제1호부터 제4호까지)
과세 형평성 제고 및 단기 양도차익을 목적으로 하는 투기수요를 방지하기 위해 보유기간 2년 미만인 주택(조합원입주권 및 분양권 포함)의 양도소득에 대한 세율을 토지 또는 주택 외 건물에 적용하는 세율보다 상향 조정
2) 다주택자의 조정대상지역 내 주택 양도에 대한 양도소득세 중과세율 인상(안 제104조제7항제1호부터 제4호까지)
과세 형평성 제고 및 투기수요를 방지하기 위해 다주택자의 조정대상지역 내 주택의 양도소득에 대한 중과세율을 상향 조정
3) 다주택자 양도소득세 중과대상 주택 수 계산 시 분양권 포함(안 제104조제7항제2호 및 제4호)
주택 투기수요 억제 및 과세 형평성 제고를 위해 양도세 중과대상인 다주택자의 주택수를 계산할 때 조합원입주권과 동일하게 분양권을 주택 수에 포함.


참고사항

이 법률안은 「국회법」 제85조의3제4항에 따라 2021년도 세입예산안 부수 법률안으로 지정될 필요가 있음."
42,2020-07-10,"제안이유 및 주요내용

체육계 성폭력 등 폭력에 대한 대책으로 스포츠윤리센터를 설립하고, 체육지도자에 대한 처벌을 강화하며 체육지도자 등에 대한 징계정보시스템을 구축하는 등 체육인의 인권을 보호하기 위한 법률이 국회를 통과하여 2020년 8월 5일 시행될 예정임.
그러나 개정안에 따르면 스포츠윤리센터는 신고 관련 자료를 요구하거나 직권으로 조사할 수 있는 권한이 없어 사건이 발생해도 이를 해결할 수 없는 유명무실한 기관으로 전락할 가능성이 있으며, 신고자 등에 대한 보호 및 2차 가해 금지 조항이 미비해 이에 대한 개선도 요구되고 있음.
실제로 최근 불거진 트라이애슬론 최숙현 사건에 따르면 폭행ㆍ폭언에 대한 고인의 지속적인 호소에도 관계기관 등이 조사자료를 확보하는데 어려움이 있었으며, 가해자 측의 지속적인 회유와 협박이 있었던 점이 드러나 국민적 지탄과 공분의 대상이 되고 있음.
이에 문화체육관광부장관에게 스포츠윤리센터가 독립적으로 업무수행을 할 수 있도록 필요한 시책을 강구하고 보장하도록 하고, 스포츠윤리센터는 업무수행을 위하여 필요한 경우 관계 행정기관의 소속 공무원이나 기관ㆍ단체의 임직원 파견을 요청할 수 있으며, 조사를 효율적으로 실시하기 위하여 수사기관에 협조를 요청할 수 있도록 함.
그리고 폭력 또는 성폭력 신고에 대해서는 지체 없이 긴급보호 등 필요한 조치를 하고 조사에 착수하도록 하였으며, 긴급보호가 필요한 신고자 및 피해자를 위한 임시보호시설을 설치ㆍ운영하도록 함.
또한 스포츠윤리센터의 원활한 조사를 위해 관계기관 등에 자료 제출을 요구할 수 있도록 하고 신고자 등에 대한 불이익조치, 신고 등에 대한 방해와 취소 강요, 조사에 대한 방해 행위 등에 대해서는 징계를 요구할 수 있도록 하여 스포츠 비리를 근절하고 체육인의 인권을 두텁게 보호하여 체육인들이 안심하고 운동할 수 있는 환경을 조성하고자 하는 것임(안 제18조의3부터 제18조의10까지 및 제46조의3)."
43,2020-07-10,"제안이유 및 주요내용

119신고접수부터 구급 출동 단계에 이르기까지 질병관리본부 등 유관기관에서 보유하고 있는 코로나19 등 감염병 환자에 대한 정보공유 체계가 구축되지 않아 구급대원이 각종 감염병 등에 노출되고 있음.
또한, 119구급대원이 현장에서 긴급하게 응급처치를 해야만 하는 상황이 발생하더라도 의료법 등에서 구급대원에 대한 업무범위를 제한하고 있어 적기에 필요한 응급처치를 실시하지 못하고 있음.
아울러, 현행법에는 물놀이 사고 발생 위험이 높은 경우 소방청장등이 사고 예방 차원에서 물놀이, 그 밖에 활동을 일시 정지할 수 있는 명령 권한이 없어 수난사고를 사전에 예방하기에는 한계가 있고 예방의 실효성도 떨어진다는 지적이 있음.
이에 구급대원의 자격별 응급처치 범위를 소방청장등과 보건복지부장관이 협의하여 정할 수 있도록 하고(안 제10조제4항 신설), 119구급상황관리센터의 업무범위에 감염병 의심 환자 이송 보고 및 전파, 재외국민, 영해？공해상 선원 및 항공기 승무원 등에 대한 의료상담 업무를 포함하며(안 제10조의2제2항 제5호 및 제6호 신설), 소방청장등에게 수난사고 발생이 명백히 예견되는 경우 물놀이 등을 일시 정지 할 수 있도록 하고, 이를 위반한 사람에게는 과태료를 부과하도록 하려는 것임(안 제15조의2, 안 제30조제2항 신설)."
44,2020-07-09,"제안이유 및 주요내용

공무상 비밀누설과 관련된 문제의 심각성이 지속 제기되면서 공무원의 비밀유지 의무와 관련된 공직기강을 확립하고, 의무 위반 시 이를 엄중하게 처벌해야 한다는 요구가 커지고 있음.
현행법은 직무에 종사하거나 종사하였던 위원, 공무원 또는 교통신기술지정·보호 등의 업무에 종사하던 중 직무상 알게 된 비밀을 누설한 사람에 대하여 3년 이하의 징역 또는 2천만원 이하의 벌금에 처하고 있음.
그런데 벌금형은 징역형과 함께 형벌의 대표적 수단으로서 누구나 인정할 수 있는 공정성과 합리성을 지녀야 한다는 점에서 볼 때 위반행위의 불법성에 비례하는 처벌로서 징역형과 벌금형 사이에 균형을 갖출 필요가 있음.
이에 벌금액을 국민권익위원회의 권고안 및 국회사무처 법제예규의 벌금형 설정 시 기준인 징역 1년당 1천만원의 비율로 조정하여, 직무상 알게 된 비밀을 누설한 사람에게 3년 이하의 징역 또는 3천만원 이하의 벌금에 처하도록 함으로써 업무수행의 공정성과 책임성을 제고하고자 함(안 제115조)."
45,2020-07-09,"제안이유 및 주요내용

현행법은 정부와 지방자치단체가 시장등에 있는 빈 점포를 상인과 지역주민의 교육, 행사 또는 민원상담을 위한 장소 등 규정된 용도로 활용할 경우 지원할 수 있도록 하고 있음. 이 경우 정부와 지방자치단체는 시설의 수리 및 임차 등에 필요한 비용을 예산의 범위에서 지원하거나 보조할 수 있음.
그러나 그 활용 용도가 한정적으로 규정되어 있어 빈 점포를 전통시장 활성화를 위한 다양한 용도로 활용하기에는 제약 요건이 되고 있음. 이에 시장등의 활성화를 위하여 중소벤처기업부장관이 필요하다고 인정하여 고시하거나 지방자치단체의 조례로 정하는 용도를 위한 장소로 활용하는 경우에도 유연하게 지원할 수 있도록 하려는 것임(제17조제1항제7호 신설)."
46,2020-07-09,"제안이유 및 주요내용

현행법에서는 중소기업과 소상공인이 스스로의 권익보호 및 공동사업 수행을 위해 자발적으로 설립하는 중소기업협동조합을 중소기업 지원사업의 대상을 규정하는 중소기업자 범위에서 제외하고 있음.
중소기업협동조합은 다양한 공동사업을 통해 중소기업 경쟁력 강화, 지역사회 발전, 국가경제 성장에 기여하고 있음에도 불구하고, 정부 및 지자체의 중소기업 지원사업에 참여가 제한되어 기업간 협업 및 네트워크 경제 활성화에 제약으로 작용함.
이에, 중소기업협동조합을 중소기업자 범위에 포함시킴으로써 중소기업 지원사업에 참여할 수 있도록 규제를 제거하고, 이를 통하여 정부 및 지자체는 협업 플랫폼인 중소기업협동조합을 활용하여 지원사업의 효과 및 효율성을 높일 것으로 기대함.
아울러, 현행 중소기업자 범위에는 「협동조합 기본법」상 협동조합, 사회적협동조합, 「소비자생활협동조합법」상 소비자생활협동조합 등을 포함하고 있어, 중소기업과 소상공인의 경제기회 균등과 지위향상을 목적으로 하는 중소기업협동조합도 포함하여 중소기업 지원사업 대상의 형평성을 제고하고자 함(안 제2조)."
47,2020-07-09,"제안이유 및 주요내용

최근 코로나바이러스-19의 확산으로 한 학기 수업이 모두 원격으로 이루어지고 학교 시설의 이용 역시 급감하여 학생들은 등록금의 감액 및 환급을 요구하고 있음.
그런데 등록금의 감액ㆍ면제 및 환급의 근거와 그 사유는 교육부령에서 정하고 있고, 감염병과 같은 특수한 상황으로 수업의 질이 낮아진 경우에 대해서는 등록금의 감액ㆍ면제 및 환급이 이루어지기 어려운 상황이나, 등록금의 액수가 상당하고 학생들의 학습권이 침해받고 있어 이를 해소할 수 있는 대책 마련이 시급한 상황임.
이에 등록금의 면제ㆍ감액 및 환급에 대한 규정을 법률로 상향하면서, 감염병 등 재난으로 인하여 수업의 질이 현저히 낮아진 경우에 대하여도 등록금을 면제ㆍ감액 및 환급할 수 있도록 함으로써 학생들이 대가에 상응하는 교육을 받을 수 있도록 하려는 것임(안 제11조제10항ㆍ제11항 신설 등)."
48,2020-07-08,"제안이유 및 주요내용

최근 코로나19의 해외유입을 차단하기 위하여 다수 국가에서 국경을 봉쇄하고 자국 입항 항공기를 차단하거나 축소하고 있어서 외국인이 불법체류로 적발, 보호되는 경우 본국 송환이 지연되어 보호시설의 과밀화를 초래하고 있음.
세계보건기구(WHO)와 많은 전문가들이 올해 가을 코로나19의 제2차 대유행 가능성을 경고하는 상황에서 보호시설의 과밀화로 인한 코로나19 감염 및 인권침해 우려 등을 감안해 보호조치 없이 일정기간 안에 자진 출국할 수 있도록 하는 출국명령제도를 활성화할 필요성이 있다는 지적이 있음.
그러나 출국명령의 경우, 도주의 우려가 있다는 한계가 있어 보증금 예치 등 도주방지 수단의 마련이 절실한 상태임.
이에 출국명령 이행의 실효성을 높이기 위해 이행보증금을 예치받을 수 있도록 하는 근거를 마련하려는 것임(안 제68조제3항 및 제4항, 제5항 신설)."
49,2020-07-08,"제안이유

최근 체육계의 (성)폭력 사건 등의 비위로 인해 다수 체육인들이 체육계를 떠나거나 극단적인 선택을 하는 등의 문제가 지속적으로 발생하고 있음. 이러한 문제점을 개선하기 위하여 관련 법률을 개정하며 보완해나가고 있으나, 개정된 법률에 따른 관계부처의 징계 관련 정보 제공요청에 대해 몇몇 체육단체 등이 협조를 거부하는 등으로 인하여 개정 법률들의 실효성을 담보하지 못하고 있는 바, 관계부처의 요청을 미이행하는 경우에 대하여 과태료를 처분할 수 있도록 하는 등으로 관계부처의 법 집행력을 담보하고자 함.


주요내용

가. 체육인에 대한 징계 관련 정보를 개인정보보호를 사유로 제출하지 않을 수 없도록 함(안 제18조의8제2항).
나. 체육인에 대한 징계 관련 정보를 제공하지 아니하는 경우에 대하여 과태료를 부과할 수 있도록 함(안 제55조제1항 신설)."
50,2020-07-08,"제안이유 및 주요내용

벌금형은 징역형과 함께 형벌의 대표적 수단으로서 누구나 인정할 수 있는 공정성과 합리성을 지니고 있어야 함. 그러나 유사한 위반행위에 대하여 각 법률이 규정하는 법정형 중에는 다른 법률들과 비교할 때에 그 처벌 정도가 과소하거나 과도하여 비합리적인 편차가 존재하고 있는 실정임.
이에 현행법의 벌금액을 국회사무처 법제 예규 및 국민권익위원회의 권고안 기준인 징역 1년당 1천만원의 비율로 개정하여 벌금형을 현실화하려는 것임(안 제26조제1항)."
51,2020-07-08,"제안이유 및 주요내용

한국전력공사는 기본공급약관으로 정하는 바에 따라 기초생활수급자, 장애인, 국가유공자 등(이하 “할인 대상자”)이 사용하는 전기요금에 대하여 할인제도(이하 “복지할인”)를 운영하고 있음.
복지할인을 받기 위해서는 할인 대상자가 증빙서류를 첨부하여 한국전력공사에 전기요금 할인 신청을 하여야 하나, 복지할인 제도 자체를 알지 못하여 신청을 하지 못하거나, 이사 후 새로운 장소에서 신청을 누락하여 복지할인을 받지 못하는 사례가 발생하고 있음. 이러한 문제를 해결하기 위해서는 한국전력공사가 할인 대상자의 명단을 확보하여 복지할인 신청의 누락 여부를 점검할 수 있어야 함.
이에 전기판매사업자가 기초생활수급자, 장애인, 국가유공자 등 감면 대상이 되는 전기사용자의 자료를 관계 기관에 요청하여 확보할 수 있도록 법적 근거를 마련함으로써 전기요금 복지할인이 누락되는 사례를 방지하고자 함(안 제17조의2 신설)."
52,2020-07-08,"제안이유 및 주요내용

벌금형은 징역형과 함께 형벌의 대표적 수단으로서 누구나 인정할 수 있는 공정성과 합리성을 지니고 있어야 함. 그러나 유사한 위반행위에 대하여 각 법률이 규정하는 법정형 중에는 다른 법률들과 비교할 때에 그 처벌 정도가 과소하거나 과도하여 비합리적인 편차가 존재하고 있는 실정임.
이에 현행법의 벌금액을 국회사무처 법제 예규 및 국민권익위원회의 권고안 기준인 징역 1년당 1천만원의 비율로 개정하여 벌금형을 현실화하려는 것임(안 제50조제2항)."
53,2020-07-08,"제안이유 및 주요내용

교정공제회는 교정공무원에 대한 효율적인 공제제도를 확립하여 이들의 생활안정과 복지증진에 이바지할 목적으로 설립·운영되고 있음. 그런데 현행 「개인정보 보호법」에 따르면, 교정공제회가 교정원호금 등 급여를 지급하기 위해서는 회원의 건강에 관한 정보를 처리할 수 있는 근거를 마련할 필요가 있고, 공제업무를 수행하기 위하여 회원의 주민등록번호를 사용하려면 법령에 근거를 마련할 필요가 있음.
이에 교정공제회가 「개인정보 보호법」에 따른 민감정보 중 건강에 관한 정보와 주민등록번호 등 고유식별정보를 처리할 수 있는 구체적인 법적 근거를 마련함으로써 공제업무를 효율적으로 수행할 수 있도록 하려는 것임(안 제15조의2 신설)."
54,2020-07-08,"제안이유 및 주요내용

현행법은 자동차 등에 결함이 있는 경우 ‘리콜’을 실시하면서 자동차제작자 등이 자동차 소유자에게 그 사실을 우편발송 및 휴대전화를 이용한 문자전송 등의 방법으로 통지하도록 하고 있음.
그런데 ‘무상수리’의 경우에는 자동차 소유자에게 우편발송 등의 방법으로 알리는 것에 그치고 있어 무상수리 대상의 소유자가 이를 인지하지 못하는 경우가 많아 대상 차량의 시정조치가 제대로 이루어지지 못하고 있는 실정임.
이에 자동차제작자 등으로 하여금 무상수리의 경우에도 리콜과 마찬가지로 차량 소유자에게 휴대전화로도 통지하도록 하여 무상수리 정보의 수취율을 높이고 자동차 소유자의 무상수리 이행 실적을 개선하는 등 자동차 소비자의 권익을 향상하려는 것임(안 제32조의2제4항)."
55,2020-07-08,"제안이유 및 주요내용

최근 체육계 성폭력 등 폭력에 대한 대책으로 스포츠윤리센터를 설립하고, 체육지도자에 대한 처벌을 강화하며 체육지도자 등에 대한 징계정보시스템을 구축하는 등 체육인의 인권을 보호하기 위한 법률이 국회를 통과하고 2020년 8월 5일 시행될 예정임.
이러한 현행법의 개정으로, 체육계의 성적 지상주의와 엘리트 위주의 스포츠 정책에서 비롯된 도제식의 억압적 훈련방식과 수직적이고 폐쇄적인 문화로 인한 성폭력 등 폭력이 줄어들 것으로 기대됨.
그러나, 새로운 징계정보시스템의 운영이나 성폭력 등 폭력 예방을 위한 교육만으로는 향후 발생할 수 있는 성폭력 등 폭력을 예방하기에는 부족하다는 지적이 있음.
이에 문화체육관광부장관이 징계정보시스템을 구축·운영하기 위하여 체육단체 등에 요청할 수 있는 자료에 징계요구 중 자진퇴사 등으로 징계결정이 이루어지지 아니한 자료 등을 포함하는 한편, 성폭력 등 폭력 현장에 대한 지속적인 점검과 지도가 가능하도록 법률적 근거를 명시함으로써 체육인의 인권을 보호하고 인권친화적인 체육계 환경을 조성하고자 하는 것임(안 제18조의2 및 제18조의8)."
56,2020-07-07,"제안이유

최근 트라이애슬론 최숙현 선수가 체육계 폭력사태로 인하여 소중한 생명을 스스로 끊은 안타까운 사건이 발생함. 고 최숙현 선수는 지난 4월 대한체육회 클린센터 등에 폭력사태를 신고하였음에도 불구하고, 센터는 이의 조사를 미루다 결국 비극을 미연에 방지하지 못하였음.
또한 고 최숙현 선수에게 결정적인 폭력을 행사한 소위 팀닥터의 경우는 규정에도 없는 직책으로 징계 등의 범위에 포함되지 않는 비상식적 상황이 연출되었음.
이런 상황이 발생한 데에는 현재의 법률에 조사기간이 명시되어 있지 않고, 피해자 보호조치가 미흡하고, 또한 소위 팀닥터라는 정체불명의 선수관리담당자가 운영되어 온 원인이 있음.
이에 개정안은 조사기간과 조사방법을 명확히 하고, 선수관리담당자(소위 팀닥터)를 등록하도록 하며, 이들에 대한 의무적인 (성)폭력 교육을 의무화 하고자 하는 것임. 또한 피해자 보호 차원에서의 조치도 강화하려고 하려는 것임.


주요내용

가. 선수를 대상으로 하는 체육지도자 및 선수관리담당자는 대통령령으로 정하는 기관에서 매년 1회 이상의 성폭력 등 폭력 예방교육을 받도록 함(안 제18조의6제2항 신설).
나. 스포츠윤리센터는 인권침해에 대한 조사를 할 경우 2주 이내에 조사를 완료하도록 하고, 이 조사에 관계자들이 적극적으로 참여할 수 있도록 하는 등 조사의 실효성을 높이려고 함(안 제18조의9 신설).
다. 신고자의 보호를 위하여 신고인과 피신고인의 물리적 공간을 분리하고, 피신고인의 직위해제 또는 직무정지 등의 우선 조치를 할 수 있도록 함(안 제18조의10 신설).
라. 체육지도자 외에 선수들의 체력 및 건강을 위하여 선수관리담당자를 별도로 둘 경우 이를 신고하도록 함(안 제18조의11 신설)."
57,2020-07-07,"제안이유 및 주요내용

접촉사고를 이유로 구급차를 막아 세운 차량 탓에 응급환자가 사망하는 사건이 발생하면서 국민적 공분이 커지고 있음.
그런데 현행법에서는 구조ㆍ구급대의 현장 출동과 인명구조 및 응급처치 활동 등을 방해한 경우에 대해서만 처벌 규정이 마련되어 있을 뿐, 구급차의 이송을 방해한 행위에 대해서는 별도 처벌조항이 마련되어 있지 않아 구급차를 막아 세운 운전자에 대한 처분이 솜방망이에 그칠 것이라는 우려와 유사 사건의 재발 가능성이 높다는 지적이 제기되고 있음.
이에 구조ㆍ구급대의 활동뿐만 아니라 구급차의 이송 방해행위에 대한 처벌 근거를 마련하여 응급환자 이송 방해행위에 대한 경각심을 높이고자 하는 것임(안 제13조제2항 및 제28조 개정)."
58,2020-07-07,"제안이유 및 주요내용

최근 불거진 체육계 고질적인 폭력 및 성폭력 등 스포츠 인권관련 사안은 밑바탕에 엘리트 체육의 특수성과 맞물린 성과 지상주의, 메달 지상주의라는 구조적인 원인에 따른 문제라는 지적이 있음.
이에 체육이 더 이상 과거 개발시대의 국위선양의 도구로 기능하지 않아야 하며 국민과 선수, 체육지도자 모두가 여가를 즐기며 건강을 지키고, 공정한 스포츠 정신을 갖고 심신을 향상시키는 기능을 하는 것이 바람직함.
이에 국민체육의 목적이 국위선양이 아님을 분명히 하고, 국가, 지방자치단체, 공공기관, 그 밖에 대통령령으로 정하는 단체가 여성 체육지도자 고용에 노력할 경우 재정적 지원을 할 수 있도록 함으로써 엘리트와 남성 중심의 체육계 문화를 타파하려는 것임(안 제1조 및 제10조의3 신설)."
59,2020-07-07,"제안이유 및 주요내용

코로나19 대응을 위해 초ㆍ중ㆍ고교, 특수학교 및 각종학교의 개학이 지연되었음. 지속된 질병의 유행으로 인해 교육부에서는 온라인 형태로 개학을 실시하고, 이후 순차적으로 학생들의 교실수업을 진행함.
교육부에서는 감염병 등으로 인한 교실수업이 곤란한 경우 ‘원격수업 운영 기준안’에 따라 원격수업을 수업일로 인정하겠다고 밝힌 바 있으나, 원격수업을 수업일수로 인정하기 위한 법령상 근거가 미흡함. 또한 코로나19 외의 자연재해 및 보건관련 응급상황 등 정상적인 수업진행이 어려운 경우가 발생할 시 원격수업이 진행될 수 있음.
따라서 원격수업을 진행해야 하는 상황을 정확하게 명시하고, 수업일수로 보장하는 내용을 법령상 근거로 추가하여 학생들이 원격수업을 통해 수업일수를 보장받을 수 있도록 하려 함(안 제24조의2 신설)."
60,2020-07-06,"제안이유

부동산의 매매계약에 대해서는 2006년 부동산 거래신고 제도를 도입하여 모든 유형의 부동산을 매매계약으로 취득 시 실거래 정보를 신고하도록 하고 이를 공개하고 있음.
반면, 주택의 임대차계약은 신고 의무가 없어 확정일자 신고 등을 통해 파악된 일부에 대해서만 임대차계약 정보를 공개하고 있음.
이로 인해 정확한 임대차 시세정보 부재로 임차인이 임대인과 대등한 위치에서 임대조건 협상이 어렵고, 분쟁 발생 시 해결 기준이 없어 신속한 해결이 어려워지는 등 문제가 발생하고 있음.
따라서 주택 임대차 계약에 대하여 계약상대자가 신고 기한 내에 계약 내용 등을 사실대로 신고하도록 하고, 주택임대차 실거래 정보를 공개하여 임대차 정보격차를 해소하고, 투명한 임대차 거래관행을 확립하는 한편, 임대차 계약 신고 시 「주택임대차보호법」에 따른 확정일자 등을 갈음 처리토록 하여 임차인의 재산권 보호 등을 제고하려는 것임.


주요내용

가. 임차가구 현황 등을 고려하여 대통령령으로 정하는 지역에 소재하는 주택의 임대차 계약(변경·해제계약 포함)을 체결한 경우 임대차 계약당사자는 보증금 또는 차임 등을 계약체결일부터 30일 이내에 주택 소재지 시ㆍ군ㆍ구청에 신고하여야 함(안 제6조의2, 제6조의3).
나. 「공공주택특별법」에 따른 공공주택사업자 및 「민간임대주택에 관한 특별법」에 따른 임대사업자가 주택 임대차 계약의 신고 또는 변경신고를 하는 경우 이 법에 따른 주택 임대차 계약의 신고 또는 변경신고를 한 것으로 봄(안 제6조의5제2항).
다. 주택 임대차 계약 신고 시 「주택임대차보호법」 제3조의6제1항에 따른 확정일자를 부여함(안 제6조의5제3항)."
