,count,title,date
1400,193,이명박 전 대통령 징역 17년 확정,2020년 10월 30일 (금)
1401,169,민주당 서울·부산시장 공천 논란,2020년 10월 30일 (금)
1402,141,정정순의원 체포동의안 가결,2020년 10월 30일 (금)
1403,122,코로나19 산발적 감염 잇따라,2020년 10월 30일 (금)
1404,86,"美, WTO총장에 유명희 공개지지",2020년 10월 30일 (금)
1405,84,추미애 평검사 저격에 검찰 집단 반발,2020년 10월 30일 (금)
1406,80,"국회 운영위, 청와대 국감 다음주로 연기",2020년 10월 30일 (금)
1407,74,미국 대선 유세 총력전,2020년 10월 30일 (금)
1408,66,프랑스 니스서 또 흉기 테러 발생,2020년 10월 30일 (금)
1409,50,"방화살인범 안인득, 무기징역 확정",2020년 10월 30일 (금)
1410,236,文대통령 내년도 예산안 시정연설,2020년 10월 29일 (목)
1411,200,신규 코로나19 감염자 확산,2020년 10월 29일 (목)
1412,120,美무역대표부 “WTO 총장에 유명희 지지”,2020년 10월 29일 (목)
1413,110,故 이건희 삼성 회장 영결식,2020년 10월 29일 (목)
1414,94,美 대선 사전투표 7천만 넘어,2020년 10월 29일 (목)
1415,81,‘별장 성접대’ 김학의 2심서 징역,2020년 10월 29일 (목)
1416,66,1주택자 재산세 감면 관련 당정청 이견,2020년 10월 29일 (목)
1417,43,"정정순 의원, 체포동의안 오늘 국회 표결",2020년 10월 29일 (목)
1418,43,"檢, '김봉현 술접대 의혹' 검사 압수수색",2020년 10월 29일 (목)
1419,43,정부·의협 국시 재응시 기회 의견 대립,2020년 10월 29일 (목)
1420,205,전 세계 코로나19 2차 대유행 비상,2020년 10월 28일 (수)
1421,119,"정부, 공시가격 현실화율 90% 추진",2020년 10월 28일 (수)
1422,101,故 이건희 삼성그룹 회장 오늘 영결식,2020년 10월 28일 (수)
1423,100,3분기 GDP 성장률 1.9% 반등,2020년 10월 28일 (수)
1424,80,"여야, 공수처 출범 놓고 정면충돌",2020년 10월 28일 (수)
1425,72,‘한동훈 폭행 혐의’ 정진웅 불구속 기소,2020년 10월 28일 (수)
1426,70,"與, ‘윤석열 사퇴 거론’ 고강도 압박",2020년 10월 28일 (수)
1427,65,美 대선 일주일 앞두고 막판 총력전,2020년 10월 28일 (수)
1428,65,"추미애, ‘옵티머스 무혐의’ 감찰 지시",2020년 10월 28일 (수)
1429,58,"국민연금, LG화학 배터리 분할 반대",2020년 10월 28일 (수)
1430,300,"추미애, 윤석열 검찰총장 감찰 예고",2020년 10월 27일 (화)
1431,238,전 세계 코로나19 재확산 비상,2020년 10월 27일 (화)
1432,195,故 이건희 삼성전자 회장 조문 행렬,2020년 10월 27일 (화)
1433,124,"文 “독감 백신, 보건 당국 신뢰해달라”",2020년 10월 27일 (화)
1434,69,與 “공수처 출범 지연땐 법 개정” 압박,2020년 10월 27일 (화)
1435,36,"EU, WTO 총장에 나이지리아 후보 지지",2020년 10월 27일 (화)
1436,35,"강경화 “6·25는 남침, 中에 입장 전달”",2020년 10월 27일 (화)
1437,34,"한진택배, 내달부터 ‘심야배송’ 중단",2020년 10월 27일 (화)
1438,34,美 대선 사전투표 6천만 명 돌파,2020년 10월 27일 (화)
1439,33,이재용 ‘국정농단’ 파기환송심 재개,2020년 10월 27일 (화)
1440,603,이건희 삼성그룹 회장 별세,2020년 10월 26일 (월)
1441,153,전 세계 코로나19 신규 확진자 급증,2020년 10월 26일 (월)
1442,84,정부 “독감 예방접종 예정대로 실시”,2020년 10월 26일 (월)
1443,38,"野, 공수처장 추천위원 내정",2020년 10월 26일 (월)
1444,33,"정부, 이르면 이번주 전세대책 발표",2020년 10월 26일 (월)
1445,28,"당정청, 한국판 뉴딜 워크숍 개최",2020년 10월 26일 (월)
1446,25,"추미애 장관, 오늘 법무부 국감 출석",2020년 10월 26일 (월)
1447,24,이재용 ‘국정농단’ 재판 재개,2020년 10월 26일 (월)
1448,22,"검찰, ‘검사 접대 의혹’ 김봉현 출정조사",2020년 10월 26일 (월)
1449,18,"민주당, ‘이재명 무죄 환영’ 논평",2020년 10월 26일 (월)
1450,662,"윤석열 총장, 대검찰청 국정감사 답변",2020년 10월 23일 (금)
1451,512,독감 백신 접종 후 사망자 증가,2020년 10월 23일 (금)
1452,140,코로나19 신규 확진자 증가,2020년 10월 23일 (금)
1453,103,"여야, ‘라임·옵티머스’ 특검 도입 합의 실패",2020년 10월 23일 (금)
1454,79,택배 노동자 잇따른 사망 발생,2020년 10월 23일 (금)
1455,70,"여야, 산자위 국감서 ‘월성1호기 감사’ 충돌",2020년 10월 23일 (금)
1456,60,"검찰, ‘박사방’ 조주빈에 무기징역 구형",2020년 10월 23일 (금)
1457,44,"홍남기, 양도세 부과 대주주 기준 3억 고수",2020년 10월 23일 (금)
1458,44,"강훈식 의원, 국감장서 모바일 게임 반성",2020년 10월 23일 (금)
1459,33,아파트 전셋값 상승 전국으로 확산,2020년 10월 23일 (금)
1460,264,금태섭 전 민주당 의원 탈당 선언,2020년 10월 22일 (목)
1461,170,신규 코로나19 감염자 확산,2020년 10월 22일 (목)
1462,140,독감 백신 접종 사망자 증가,2020년 10월 22일 (목)
1463,100,"추미애, 윤석열 국감 출석 전 사과 촉구",2020년 10월 22일 (목)
1464,68,"여야, 월성 1호기 원전 감사 결과 대치",2020년 10월 22일 (목)
1465,60,장하성 대사 “법인카드 부정 사용 송구”,2020년 10월 22일 (목)
1466,57,‘인천 화상 형제’ 동생 치료 도중 사망,2020년 10월 22일 (목)
1467,52,"김봉현 전 회장, 검사 접대 관련 추가 폭로",2020년 10월 22일 (목)
1468,47,"정부, 전세시장 안정화 대책 총력",2020년 10월 22일 (목)
1469,45,구급차 막은 택시운전사 징역 2년 선고,2020년 10월 22일 (목)
1470,312,"감사원, 월성 1호기 경제성 저평가 지적",2020년 10월 21일 (수)
1471,199,"추미애 법무부 장관, 수사 지휘권 발동",2020년 10월 21일 (수)
1472,159,"SK하이닉스, 인텔 낸드 메모리 사업 인수",2020년 10월 21일 (수)
1473,153,신규 코로나19 감염 확산,2020년 10월 21일 (수)
1474,124,독감 백신 잇단 사망에 불안감 확산,2020년 10월 21일 (수)
1475,87,택배기사 생활고·과로사 속출,2020년 10월 21일 (수)
1476,52,日 후쿠시마 오염수 방류 결정 논의,2020년 10월 21일 (수)
1477,46,"여야, 공수처 출범 정면 충돌",2020년 10월 21일 (수)
1478,40,"김봉현 전 회장, 현직 검사 접대 의혹",2020년 10월 21일 (수)
1479,37,규제지역 주택거래 자금조달계획서 의무화,2020년 10월 21일 (수)
1480,193,"여야, 국감서 ‘라임·옵티머스 사건’ 공방",2020년 10월 20일 (화)
1481,125,"추미애, 라임·尹 가족 사건 수사지휘권",2020년 10월 20일 (화)
1482,104,코로나19 신규 확진자 추가 발생,2020년 10월 20일 (화)
1483,78,독감백신 접종한 10대 이틀만에 사망,2020년 10월 20일 (화)
1484,69,"이재명, 경기도 국감 질의 답변",2020년 10월 20일 (화)
1485,62,오늘 월성 1호기 폐쇄 감사 결과 발표,2020년 10월 20일 (화)
1486,45,택배 노동자 잇따른 과로사 사건 발생,2020년 10월 20일 (화)
1487,42,중국 3분기 경제성장률 4.9% 기록,2020년 10월 20일 (화)
1488,40,"삼양식품, ‘밀양 신공장’ 착공",2020년 10월 20일 (화)
1489,38,"아베, 퇴임 후 두번째 야스쿠니 참배",2020년 10월 20일 (화)
1490,188,‘라임·옵티머스 사건’ 법무부-대검 충돌,2020년 10월 19일 (월)
1491,126,코로나19 신규 확진자 추가 발생,2020년 10월 19일 (월)
1492,45,"검찰, 선거법 위반 현역 의원 27명 기소",2020년 10월 19일 (월)
1493,39,"프랑스, 참수 교사 추모 집회 전국 확산",2020년 10월 19일 (월)
1494,37,‘아기 20만원 판매’ 게시글 논란,2020년 10월 19일 (월)
1495,33,"靑 “美 오브라이언, 11월 중 방한”",2020년 10월 19일 (월)
1496,32,"이낙연, 日 스가 측근 가와무라 면담",2020년 10월 19일 (월)
1497,26,피격 공무원 형 “동생 명예살인 말라”,2020년 10월 19일 (월)
1498,24,김종인 “부산시장감 없다” 발언 역풍,2020년 10월 19일 (월)
1499,23,전 세계 코로나 확진자 4천만 명 돌파,2020년 10월 19일 (월)
1500,176,빅히트 ‘따상’ 찍고 시초가 하회 마감,2020년 10월 16일 (금)
1501,171,선거법 위반 국회의원들 줄줄이 기소,2020년 10월 16일 (금)
1502,135,"진영 장관, 옵티머스 펀드에 5억 투자",2020년 10월 16일 (금)
1503,99,"美, 주한미군 유지조항 삭제",2020년 10월 16일 (금)
1504,97,"감사원장, ‘월성1호기’ 감사 다음 주 공개",2020년 10월 16일 (금)
1505,94,부산 요양병원 코로나19 집단감염,2020년 10월 16일 (금)
1506,93,‘구하라 폭행·협박’ 최종범 징역 1년 확정,2020년 10월 16일 (금)
1507,60,文대통령 “코로나 백신 자체 개발 지원”,2020년 10월 16일 (금)
1508,60,서훈 안보실장 전격 방미,2020년 10월 16일 (금)
1509,57,"추미애, 출근길 방해한 기자 SNS에 공개",2020년 10월 16일 (금)
1510,227,文 “라임·옵티머스 수사 적극 협조하라”,2020년 10월 15일 (목)
1511,167,"정의선, 현대차그룹 신임 회장 선임",2020년 10월 15일 (목)
1512,127,부산 요양병원서 53명 집단감염,2020년 10월 15일 (목)
1513,108,공소시효 전 선거법 위반 무더기 기소,2020년 10월 15일 (목)
1514,94,‘베를린 소녀상’ 철거 일단 보류,2020년 10월 15일 (목)
1515,66,신혼부부 특별공급 소득 기준 완화,2020년 10월 15일 (목)
1516,49,"한국은행, 기준금리 0.5% 동결",2020년 10월 15일 (목)
1517,48,대한상의-민주당 공정경제 3법 간담회,2020년 10월 15일 (목)
1518,47,코로나19 신규 확진자 추가 발생,2020년 10월 15일 (목)
1519,43,이재용 “ASML과 반도체 협력 논의”,2020년 10월 15일 (목)
1520,193,"여야, 라임·옵티머스 의혹 충돌 격화",2020년 10월 14일 (수)
1521,104,코로나19 신규 확진자 추가 발생,2020년 10월 14일 (수)
1522,103,제2차 ‘한국판 뉴딜’ 전략회의 개최,2020년 10월 14일 (수)
1523,84,독감 백신 무료접종 재개,2020년 10월 14일 (수)
1524,58,베를린 ‘평화의 소녀상’ 철거 잠정 보류,2020년 10월 14일 (수)
1525,53,"이근, 성추행 이어 폭행 전과 2범 논란",2020년 10월 14일 (수)
1526,51,"병무청, 병역법 개정 추진",2020년 10월 14일 (수)
1527,45,"정의선, 현대차그룹 회장 취임",2020년 10월 14일 (수)
1528,42,"현대차, 싱가포르 혁신센터 기공식",2020년 10월 14일 (수)
1529,41,"병무청장 “스티브 유 입국 금지돼야""",2020년 10월 14일 (수)
1530,177,여야 ‘라임·옵티머스 펀드 사태’ 공방전,2020년 10월 13일 (화)
1531,142,추미애 아들 군 휴가 특혜 의혹 공방,2020년 10월 13일 (화)
1532,138,코로나19 신규 확진자 추가 발생,2020년 10월 13일 (화)
1533,47,"中 네티즌, BTS ‘한국전쟁’ 발언 반발",2020년 10월 13일 (화)
1534,40,"文 “1단계 완화, 통제 자신감에 근거”",2020년 10월 13일 (화)
1535,39,오늘부터 독감백신 무료접종 재개,2020년 10월 13일 (화)
1536,39,"서울 초등 1학년, 19일부터 매일 등교",2020년 10월 13일 (화)
1537,38,10월 서울 아파트 거래 절반이 신고가,2020년 10월 13일 (화)
1538,38,"文, ‘유명희 WTO 선거 총력 지원’ 지시",2020년 10월 13일 (화)
1539,36,"서울시, 집회금지 기준 완화",2020년 10월 13일 (화)
1540,200,北 노동당 창건 75주년 기념 열병식,2020년 10월 12일 (월)
1541,82,사회적 거리두기 1단계로 완화,2020년 10월 12일 (월)
1542,53,코로나19 신규 확진자 추가 발생,2020년 10월 12일 (월)
1543,46,"트럼프, 코로나 확진 뒤 첫 공개 행사",2020년 10월 12일 (월)
1544,35,김종철 신임 정의당 대표 취임식,2020년 10월 12일 (월)
1545,34,19일부터 전국 학교 등교 수업 확대,2020년 10월 12일 (월)
1546,27,울산 주상복합아파트 화재,2020년 10월 12일 (월)
1547,21,‘베를린 소녀상’ 철거명령 법적 대응,2020년 10월 12일 (월)
1548,19,"헌재, 성매매 피해 여성 ‘기소유예’ 취소",2020년 10월 12일 (월)
1549,19,9월 은행 전세대출 역대급 증가,2020년 10월 12일 (월)
1550,167,신규 코로나19 69명 자릿수 확진,2020년 10월 09일 (금)
1551,150,바이든 트럼프 부통령 파리 토론 펜스 해리스,2020년 10월 09일 (금)
1552,141,국감 해경 시신 피격 공무원 월북,2020년 10월 09일 (금)
1553,133,한글날 경찰청 집회 국감 차벽 설치,2020년 10월 09일 (금)
1554,114,삼성전자 3분기 실적,2020년 10월 09일 (금)
1555,96,유명희 결선 한국 사무총장 수장 진출,2020년 10월 09일 (금)
1556,95,한미 종전선언 협력 대통령 평화,2020년 10월 09일 (금)
1557,91,홍남기 요건 3억 대주주 양도세,2020년 10월 09일 (금)
1558,86,홍남기 전셋값 추가 대책 강구,2020년 10월 09일 (금)
1559,85,병원장 국시 원장들 사과,2020년 10월 09일 (금)
1560,113,코로나19 신규 확진자 발생 지속,2020년 10월 08일 (목)
1561,110,임신 14주 이내 낙태 허용 입법 예고,2020년 10월 08일 (목)
1562,110,조성길 北 대사대리 한국 망명,2020년 10월 08일 (목)
1563,101,"여야, 국감서 공무원 피격 사건 공방",2020년 10월 08일 (목)
1564,93,제21대 국회 국정감사 7일 시작,2020년 10월 08일 (목)
1565,70,"홍남기 “대주주 3억, 개인별 전환 검토”",2020년 10월 08일 (목)
1566,68,"정치권, BTS 병역 특례 문제 두고 공방",2020년 10월 08일 (목)
1567,48,"유승준, ‘비자 발급 거부’ 재소송",2020년 10월 08일 (목)
1568,48,"김용민, ‘조국 똘마니’ 발언 진중권 소송",2020년 10월 08일 (목)
1569,46,"강경화 “남편 논란, 경위 떠나서 송구”",2020년 10월 08일 (목)
1570,156,"文, 피살 공무원 아들에 “마음 아프다”",2020년 10월 07일 (수)
1571,146,"‘코로나 확진’ 트럼프, 사흘 만에 퇴원",2020년 10월 07일 (수)
1572,120,"여야, 공정경제 3법·노동법 두고 충돌",2020년 10월 07일 (수)
1573,109,코로나19 신규 확진자 추가 발생,2020년 10월 07일 (수)
1574,80,빅히트 공모주 청약 58조 기록,2020년 10월 07일 (수)
1575,77,정부 “상온노출 독감백신 문제 없다”,2020년 10월 07일 (수)
1576,70,긴 장마에 9월 소비자물가 1%대 상승,2020년 10월 07일 (수)
1577,63,정부 “임신 14주까지 낙태 허용”,2020년 10월 07일 (수)
1578,60,"한·일, 8일부터 ‘기업인 신속입국’ 시행",2020년 10월 07일 (수)
1579,58,"여야, 강경화 남편 미국행 논란 공방",2020년 10월 07일 (수)
1580,182,"‘코로나 확진’ 트럼프, 사흘만에 퇴원",2020년 10월 06일 (화)
1581,142,강경화 장관 남편 미국 여행 논란,2020년 10월 06일 (화)
1582,105,"검찰, 전두환 징역 1년 6개월 구형",2020년 10월 06일 (화)
1583,77,"빅히트, 청약 첫날 증거금 8.6조 기록",2020년 10월 06일 (화)
1584,72,경찰청장 “한글날도 필요땐 차벽 설치”,2020년 10월 06일 (화)
1585,62,"김종인, 공정경제 3법·노동법 개편 제안",2020년 10월 06일 (화)
1586,54,"정부, 한국형 재정준칙 도입 방안 발표",2020년 10월 06일 (화)
1587,52,포천 군부대서 코로나19 집단감염,2020년 10월 06일 (화)
1588,49,9월 전셋값 5년 5개월만에 최대폭 상승,2020년 10월 06일 (화)
1589,37,"국세청, 악의적 고액체납자 추적조사",2020년 10월 06일 (화)
1590,258,트럼프 의료진 “이르면 5일 퇴원”,2020년 10월 05일 (월)
1591,108,코로나19 신규 확진자 추가 발생,2020년 10월 05일 (월)
1592,106,"강경화, 남편 미국행 논란에 “송구하다”",2020년 10월 05일 (월)
1593,50,"주호영 “北, 762 소총으로 사살 지시”",2020년 10월 05일 (월)
1594,33,‘여성운동 선구자’ 이이효재 교수 별세,2020년 10월 05일 (월)
1595,32,빅히트 공모주 오늘 청약 시작,2020년 10월 05일 (월)
1596,28,7일부터 21대 국회 첫 국정감사 돌입,2020년 10월 05일 (월)
1597,27,"정부, ‘대주주 양도세 기준’ 완화 검토",2020년 10월 05일 (월)
1598,27,2030  마이너스 통장 한도액 급증,2020년 10월 05일 (월)
1599,25,13일부터 마스크 착용 의무화,2020년 10월 05일 (월)
1600,70,코로나 신규 확진 77명 자릿수 감염,2020년 10월 02일 (금)
1601,69,날씨 추석 전국 연휴 중부 구름,2020년 10월 02일 (금)
1602,46,상온 의심 백신 접종 노출 독감,2020년 10월 02일 (금)
1603,44,9월 수출 7.7% 7개월 증가 반등,2020년 10월 02일 (금)
1604,43,도쿄 장애 정지 종일 중단 거래 증시,2020년 10월 02일 (금)
1605,39,총리 대통령 메르켈 유명희 지지 적임자,2020년 10월 02일 (금)
1606,32,보수 개천절 차량 단체 집회 신고 허용,2020년 10월 02일 (금)
1607,26,트럼프 41% 바이든 대선 토론 54%,2020년 10월 02일 (금)
1608,26,홍준표 추석날 초선 아들 반개혁적,2020년 10월 02일 (금)
1609,25,유시민 계몽군주 고급 비유,2020년 10월 02일 (금)
1610,117,코로나 신규 3명 확진,2020년 10월 01일 (목)
1611,104,트럼프 바이든 대선 토론,2020년 10월 01일 (목)
1612,61,법원 개천절 차량 드라이브 스루 집회 허용,2020년 10월 01일 (목)
1613,55,인사 부부 행복 추석 대통령 보답,2020년 10월 01일 (목)
1614,50,추미애 사과 책임 후속 조치,2020년 10월 01일 (목)
1615,43,날씨 추석 중부 구름 사이 보름달,2020년 10월 01일 (목)
1616,41,폼페이오 내달 장관 8일 한국 방한 방문,2020년 10월 01일 (목)
1617,40,김정은 정치국회의 공무원 통지문 사과 언급,2020년 10월 01일 (목)
1618,37,상온 노출 독감 백신 접종,2020년 10월 01일 (목)
1619,36,국방부 첩보 사살 대응 사격,2020년 10월 01일 (목)
1620,162,해경 피살 피격 친형 공무원 월북,2020년 09월 30일 (수)
1621,151,추석 날씨 첫날 연휴 중부 구름 보름달,2020년 09월 30일 (수)
1622,142,9. 신규 코로나 38명 확진,2020년 09월 30일 (수)
1623,139,국방부 연유 주호영 시신 감청 확인,2020년 09월 30일 (수)
1624,109,추미애 아들 거짓말 혐의 수사 해명,2020년 09월 30일 (수)
1625,97,법원 드라이브 스루 개천절 집회 차량,2020년 09월 30일 (수)
1626,68,바이든 탈세 트럼프 납세 토론 대선,2020년 09월 30일 (수)
1627,63,코로나 확산 8월 산업생산 감소,2020년 09월 30일 (수)
1628,62,국민 대통령 지갑 추석 시장,2020년 09월 30일 (수)
1629,48,2021학년도 수시 모집 경쟁률,2020년 09월 30일 (수)
1630,191,"검찰, 추미애·아들 불기소 처분",2020년 09월 29일 (화)
1631,110,"문 대통령, 공무원 北 피격 사건 사과",2020년 09월 29일 (화)
1632,70,코로나19 신규 확진자 추가 발생,2020년 09월 29일 (화)
1633,60,경찰 “개천절 차량 집회 땐 벌점 부과”,2020년 09월 29일 (화)
1634,46,"교육부, 3단계서도 12월 3일 수능 시행",2020년 09월 29일 (화)
1635,43,"NYT “트럼프, 10년간 소득세 안 냈다”",2020년 09월 29일 (화)
1636,41,"한화 3세 김동관, 한화솔루션 사장 승진",2020년 09월 29일 (화)
1637,40,"현대重, 두산인프라코어 인수 참여",2020년 09월 29일 (화)
1638,38,빅히트 공모가 13만 5000원 확정,2020년 09월 29일 (화)
1639,35,언론 3단체 “징벌적 손배제 중지하라”,2020년 09월 29일 (화)
1640,140,"北, 사과 이틀만에 南 영해 침범 경고",2020년 09월 28일 (월)
1641,95,코로나19 산발적 집단감염 지속,2020년 09월 28일 (월)
1642,67,"국민의힘, 청와대 앞 1인 시위",2020년 09월 28일 (월)
1643,43,"靑, ‘공무원 피살’ 남북 공동조사 요청",2020년 09월 28일 (월)
1644,43,정 총리 “개천절 불법집회 무관용 대응”,2020년 09월 28일 (월)
1645,40,"트럼프, 후임대법관에 ‘배럿’ 지명 강행",2020년 09월 28일 (월)
1646,36,‘상온 노출’ 독감 백신 접종 407건 확인,2020년 09월 28일 (월)
1647,33,"정의당, 당 대표에 배진교·김종철 결선",2020년 09월 28일 (월)
1648,33,"이도훈, 美 비건과 북핵수석대표 협의",2020년 09월 28일 (월)
1649,31,"野, 유시민 ‘김정은 계몽군주’ 발언 비판",2020년 09월 28일 (월)
1650,464,연평도 실종 공무원 北 피격 사망 논란,2020년 09월 25일 (금)
1651,81,"문 대통령, 스가 일본 총리와 첫 통화",2020년 09월 25일 (금)
1652,75,‘이스타 대량 해고’ 논란 이상직 탈당,2020년 09월 25일 (금)
1653,70,"정부 “의대생, 국시 추가 기회 어렵다”",2020년 09월 25일 (금)
1654,59,코로나19 신규 확진자 추가 발생,2020년 09월 25일 (금)
1655,57,상가임대차보호법 개정안 본회의 통과,2020년 09월 25일 (금)
1656,56,‘집단 성폭행’ 정준영·최종훈 실형 확정,2020년 09월 25일 (금)
1657,47,"당정청, 4차 추경 70% 추석 전 집행",2020년 09월 25일 (금)
1658,43,코스피·코스닥 동반 급락,2020년 09월 25일 (금)
1659,38,개천절 ‘드라이브 스루 집회’ 공방 가열,2020년 09월 25일 (금)
1660,119,테슬라 ‘배터리 데이’ 외신 혹평,2020년 09월 24일 (목)
1661,96,‘특혜 수주 의혹’ 박덕흠 국민의힘 탈당,2020년 09월 24일 (목)
1662,82,정세균 “독감 무료 예방접종 차질 송구”,2020년 09월 24일 (목)
1663,74,코로나19 신규 확진자 다시 세 자릿수,2020년 09월 24일 (목)
1664,65,"여야, 개천절 ‘드라이브 스루 집회’ 공방",2020년 09월 24일 (목)
1665,62,"김종인·안철수, 야권 통합 두고 신경전",2020년 09월 24일 (목)
1666,58,"文, 유엔총회 연설서 ‘종전선언’ 언급",2020년 09월 24일 (목)
1667,52,‘조두순 출소’에 피해자 가족 이사 결심,2020년 09월 24일 (목)
1668,44,상가 임대차보호법 국회 법사위 통과,2020년 09월 24일 (목)
1669,34,"연평도 실종 공무원, 北 총격에 사망",2020년 09월 24일 (목)
1670,211,독감 백신 무료접종 일시 중단,2020년 09월 23일 (수)
1671,179,"여야, ‘통신비 선별 지원’ 합의",2020년 09월 23일 (수)
1672,105,코로나19 신규 확진자 추가 발생,2020년 09월 23일 (수)
1673,92,"文 “개천절 집회, 어떤 관용도 없을 것”",2020년 09월 23일 (수)
1674,70,"검찰, 추미애 아들 집·사무실 압수수색",2020년 09월 23일 (수)
1675,63,"문 대통령, 제75차 유엔 총회 기조연설",2020년 09월 23일 (수)
1676,55,美 수소트럭 업체 니콜라 ‘사기 논란’ 파장,2020년 09월 23일 (수)
1677,40,박용만 ‘공정경제 3법’ 우려 표명,2020년 09월 23일 (수)
1678,40,"與, 박덕흠 ‘특혜 수주’ 의혹 공세",2020년 09월 23일 (수)
1679,28,인천공항 면세점 6개 사업권 모두 유찰,2020년 09월 23일 (수)
1680,152,코로나19 신규 확진 이틀째 ‘두 자릿수’,2020년 09월 22일 (화)
1681,150,"여야, 박덕흠 ‘특혜 수주’ 논란 공방",2020년 09월 22일 (화)
1682,106,文 “권력기관 개혁 완결 매진해야”,2020년 09월 22일 (화)
1683,59,‘패스트트랙 충돌’ 첫 공판,2020년 09월 22일 (화)
1684,55,사상 첫 학군 출신 육군총장 탄생,2020년 09월 22일 (화)
1685,54,수능 응시인원 49만 명 ‘역대 최저’,2020년 09월 22일 (화)
1686,46,"이재명, 파기환송심 첫 재판 출석",2020년 09월 22일 (화)
1687,44,독감 백신 무료 접종 일시 중단,2020년 09월 22일 (화)
1688,44,분당 ‘화투판 살인’ 피의자 구속영장,2020년 09월 22일 (화)
1689,40,"현대차 노사, 11년 만에 임금 동결",2020년 09월 22일 (화)
1690,91,코로나19 확진자 38일 만에 두 자릿수,2020년 09월 21일 (월)
1691,54,"문 대통령, ‘공정’ 37차례 언급",2020년 09월 21일 (월)
1692,47,긴즈버그 후임 美 대선 최대 쟁점 부상,2020년 09월 21일 (월)
1693,47,재난지원금 28~29일 1차 지급,2020년 09월 21일 (월)
1694,42,"‘피감기관 수주’ 박덕흠, 오늘 기자회견",2020년 09월 21일 (월)
1695,38,"경찰, 순경 필기시험 문제 유출 사과",2020년 09월 21일 (월)
1696,31,"경찰, 월북 시도 30대 탈북민 구속",2020년 09월 21일 (월)
1697,30,‘직원 대마초’ 국민연금 대국민 사과,2020년 09월 21일 (월)
1698,29,트럼프 “틱톡-오라클 합의 승인”,2020년 09월 21일 (월)
1699,28,전국 ‘거리두기 2단계’ 27일까지 연장,2020년 09월 21일 (월)
1700,251,"여야, ‘추미애 아들 의혹’ 공방 가속화",2020년 09월 18일 (금)
1701,108,"LG화학, 배터리 사업 분사 확정",2020년 09월 18일 (금)
1702,99,코로나19 감염 확산세,2020년 09월 18일 (금)
1703,88,"택배 노조, 21일부터 분류작업 거부",2020년 09월 18일 (금)
1704,60,"정경심, 재판 중 쓰러져 병원 이송",2020년 09월 18일 (금)
1705,59,"국민의힘, 권성동 의원 복당 승인",2020년 09월 18일 (금)
1706,49,인천 초등생 형제 라면 화재 사고,2020년 09월 18일 (금)
1707,46,"문 대통령, 창원 스마트그린 산단 방문",2020년 09월 18일 (금)
1708,45,박능후 “전 국민 백신 접종은 과유불급”,2020년 09월 18일 (금)
1709,42,"문 대통령, 23일 유엔총회 연설",2020년 09월 18일 (금)
1710,262,"與, 추미애 장관 ‘과도한 엄호’ 논란",2020년 09월 17일 (목)
1711,137,日 스가 내각 출범,2020년 09월 17일 (목)
1712,88,"9월 모의평가, 작년 수능과 비슷한 수준",2020년 09월 17일 (목)
1713,86,서욱 국방장관 후보자 인사청문회,2020년 09월 17일 (목)
1714,76,코로나19 신규 확진자 추가 발생,2020년 09월 17일 (목)
1715,56,정세균 “개천절 집회 단호히 대응”,2020년 09월 17일 (목)
1716,51,‘의붓아들 감금 살해’ 계모 징역 22년,2020년 09월 17일 (목)
1717,50,"국토부, 인국공 사장 해임 추진 논란",2020년 09월 17일 (목)
1718,50,평택 편의점 차량 돌진 30대 구속영장,2020년 09월 17일 (목)
1719,49,"민주당, 윤미향 당직·당원권 정지",2020년 09월 17일 (목)
1720,305,"檢, ‘추미애 아들 의혹’ 국방부 압수수색",2020년 09월 16일 (수)
1721,113,‘정의연 의혹’ 윤미향 사건 합의부 배당,2020년 09월 16일 (수)
1722,72,수도권 초·중·고교 21일부터 등교 재개,2020년 09월 16일 (수)
1723,61,"日 스가, 오늘 일본 총리 공식 취임",2020년 09월 16일 (수)
1724,60,코로나19 신규 확진자 추가 발생,2020년 09월 16일 (수)
1725,60,"여야, 22일 본회의서 4차 추경 처리",2020년 09월 16일 (수)
1726,52,"정부, 코로나 백신 3천만명분 확보 추진",2020년 09월 16일 (수)
1727,41,"정경심 母子, 최강욱 재판 증인 출석",2020년 09월 16일 (수)
1728,41,‘아동성착취물 제작’ 최대 징역 29년,2020년 09월 16일 (수)
1729,41,법무부 “조두순 출소 후 격리 불가능”,2020년 09월 16일 (수)
1730,385,‘추미애 아들 의혹’ 공방 가속화,2020년 09월 15일 (화)
1731,164,"檢, ‘정의연 의혹’ 윤미향 불구속기소",2020년 09월 15일 (화)
1732,141,"日 스가, 일본 자민당 총재로 선출",2020년 09월 15일 (화)
1733,117,‘을왕리 음주사고’ 운전자 구속,2020년 09월 15일 (화)
1734,89,"文 “수도권 2단계, 방역·경제 위한 선택”",2020년 09월 15일 (화)
1735,61,"여야, ‘통신비 2만원’ 지급 논란 지속",2020년 09월 15일 (화)
1736,60,"틱톡, 매각 대신 오라클과 ‘기술협력’",2020년 09월 15일 (화)
1737,59,코로나19 신규 확진자 추가 발생,2020년 09월 15일 (화)
1738,55,의대생 “모든 단체행동 중단”,2020년 09월 15일 (화)
1739,41,코로나19 2차 항체 조사결과 발표,2020년 09월 15일 (화)
1740,202,추미애 “아들 문제 국민께 송구” 사과,2020년 09월 14일 (월)
